id,x,y
15692_22,682316.8443,4821436.688
15693_22,682261.8766,4821437.271
15694_22,682856.9662,4821374.756
15695_22,682486.0026,4821400.121
15696_22,682317.1308,4821414.322
15697_22,682518.9332,4821416.59
15698_22,682362.3937,4821414.407
15699_22,682464.4105,4821407.982
1569_18,686806.7646,4823910.807
156_7,686208.6604,4825595.181
15700_22,682368.5415,4821400.216
15701_22,682521.1034,4821400.219
15702_22,682262.9921,4821400.042
15703_22,682420.4582,4821361.851
15704_22,682366.536,4821357.849
15705_22,682266.2962,4821358.446
15706_22,682220.506,4821351.768
15707_22,682202.6233,4821352.35
15708_22,682466.2088,4821343.288
15709_22,682165.1542,4821341.027
1570_18,686662.8438,4823904.802
15710_22,682517.2903,4821340.704
15711_22,682319.4138,4821342.883
15712_22,682267.4544,4821328.121
15713_22,682469.7506,4821332.038
15714_22,682222.1885,4821324.372
15715_22,682425.902,4821318.968
15716_22,682222.4293,4821308.367
15717_22,682471.7592,4821302.533
15718_22,682283.9807,4821292.566
15719_22,682268.2317,4821292.298
1571_18,686579.5479,4823898.38
15720_22,682169.013,4821293.331
15721_22,682218.9302,4821291.981
15722_22,682616.8717,4821246.048
15723_22,682172.1433,4821243.314
15724_22,682223.0907,4821208.996
15725_22,682172.4084,4821207.856
15726_22,682620.8463,4821200.77
15727_22,682581.3838,4821198.02
15728_22,682171.1557,4821193.278
15729_22,682225.6358,4821176.279
1572_18,686541.1125,4824314.387
15730_22,682170.8783,4821173.286
15731_22,682773.2253,4821144.296
15732_22,682224.8738,4821125.725
15733_22,682226.093,4821108.449
15734_22,682776.2063,4821110.302
15735_22,682177.7729,4821104.084
15736_22,682776.8494,4821092.133
15737_22,682228.7021,4821075.832
15738_22,682229.1989,4821059.01
15739_22,682233.5149,4821044.3
1573_18,686541.4234,4824169.122
15740_22,682175.2583,4821027.923
15741_22,682777.5992,4821014.978
15742_22,682230.4638,4821018.069
15743_22,682177.142,4821010.507
15744_22,682230.921,4820997.132
15745_22,682177.8491,4820992.88
15746_22,682780.0833,4820976.598
15747_22,682780.571,4820955.204
15748_22,682233.0363,4820955.722
15749_22,682780.9672,4820940.842
1574_18,686738.541,4824574.208
15750_22,682783.5763,4820921.109
15751_22,682181.4946,4820912.526
15752_22,682230.7168,4820891.095
15753_22,682182.8174,4820886.971
15754_22,682584.6391,4820861.554
15755_22,682547.2675,4820856.092
15756_22,682655.4321,4820854.632
15757_22,682183.3843,4820843.147
15758_22,682318.5786,4821294.066
15759_21,682705.5413,4820849.17
1575_18,686664.9104,4824589.509
15760_21,682185.7282,4820824.359
15761_21,682698.4973,4820818.659
15762_21,682738.5024,4820805.9
15763_21,682183.3416,4820808.232
15764_21,682647.6139,4820792.334
15765_21,682739.9015,4820786.104
15766_21,682238.7757,4820787.795
15767_21,682212.3343,4820786.357
15768_21,682695.4036,4820778.935
15769_21,682740.0782,4820767.124
1576_13,679037.8725,4821945.925
15770_21,682572.7061,4820745.882
15771_21,682596.0904,4820742.042
15772_21,682693.4651,4820745.577
15773_21,682615.3782,4820742.441
15774_21,682412.1189,4820748.708
15775_21,682389.2649,4820748.836
15776_21,682341.9568,4820747.412
15777_21,682305.9965,4820747.504
15778_21,682283.3132,4820744.761
15779_21,682241.1654,4820748.159
1577_13,678628.2845,4821759.271
15780_21,682190.3582,4820746.032
15781_21,682497.0211,4820726.826
15782_21,682188.3891,4820729.822
15783_21,682284.2428,4820725.128
15784_21,682241.5616,4820720.221
15785_21,682415.874,4820706.313
15786_21,682446.3053,4820695.328
15787_21,682188.8311,4820714.515
15788_21,682342.7524,4820708.367
15789_21,682343.2461,4820693.514
1578_13,679003.171,4821529.759
15790_21,682534.7676,4820709.763
15791_21,682471.7257,4820683.557
15792_21,682222.2403,4820686.376
15793_21,682498.7158,4820664.534
15794_21,682548.5964,4820682.862
15795_21,682192.8179,4820683.151
15796_21,682388.2865,4820659.054
15797_21,682423.1161,4820655.807
15798_21,682342.6213,4820643.28
15799_21,682193.9883,4820645.386
1579_13,678818.9982,4821032.849
157_7,685900.507,4825579.151
15800_21,682389.652,4820634.6
15801_21,682242.092,4820621.551
15802_21,682192.8941,4820624.233
15803_21,682389.4722,4820619.125
15804_21,682458.1103,4820606.832
15805_21,682424.1036,4820592.156
15806_21,682547.3863,4820602.114
15807_21,682291.4575,4820594.808
15808_21,682402.8529,4820590.294
15809_21,682390.6061,4820590.004
1580_13,678792.5172,4821035.01
15810_21,682496.9479,4820578.199
15811_21,682191.617,4820589.19
15812_21,682246.5207,4820571.262
15813_21,682455.9553,4820558.899
15814_21,682345.1481,4820554.403
15815_21,682246.9352,4820554.879
15816_21,682195.7257,4820551.867
15817_21,682418.4953,4820551.313
15818_21,682497.2497,4820543.662
15819_21,682459.2776,4820544.299
1581_13,678670.2952,4821028.362
15820_21,682497.8776,4820527.057
15821_21,682499.493,4820503.901
15822_21,682539.3762,4820503.081
15823_21,682396.3058,4820496.863
15824_21,682299.7328,4820488.173
15825_21,682242.1743,4820509.39
15826_21,682196.2439,4820507.687
15827_15,682495.2075,4822066.571
15828_15,682449.3198,4822072.283
15829_15,682398.1529,4822068.33
1582_13,678637.2091,4821027.765
15830_15,682346.2179,4822067.034
15831_15,682264.5741,4822043.059
15832_15,682344.4745,4822054.263
15833_15,682397.6774,4822043.473
15834_15,682447.4178,4822030.452
15835_15,682398.8997,4822030.327
15836_15,682344.2794,4822024.039
15837_15,682397.9396,4822015.871
15838_15,682450.792,4822002.164
15839_15,682345.4803,4821994.315
1583_13,678817.0658,4820989.086
15840_15,682450.2433,4821992.511
15841_15,682500.5568,4821967.843
15842_15,682449.7526,4821980.282
15843_15,682348.4887,4821977.554
15844_15,682299.6597,4821976.78
15845_15,682196.9297,4821973.342
15846_15,682450.1153,4821964.993
15847_15,682247.4046,4821958.672
15848_15,682197.018,4821957.571
15849_15,682501.2182,4821947.629
1584_13,678668.2591,4820986.595
15850_15,682247.2187,4821944.2
15851_15,682195.2715,4821942.569
15852_15,682400.442,4821935.967
15853_15,682292.9083,4821932.818
15854_15,682249.5291,4821929.213
15855_15,682352.5365,4821919.291
15856_15,682144.5649,4821916.722
15857_15,682248.6909,4821913.232
15858_15,682448.2042,4821908.773
15859_15,682194.9424,4821895.825
1585_13,678637.0841,4820985.084
15860_15,682502.6782,4821894.121
15861_15,682399.7806,4821893.572
15862_15,682301.397,4821890.549
15863_15,682248.8402,4821883.386
15864_15,682147.3173,4821879.966
15865_15,682452.4562,4821878.168
15866_15,682502.7392,4821878.302
15867_15,682302.8753,4821875.915
15868_15,682199.9807,4821872.721
15869_15,682181.0892,4821865.506
1586_13,678801.585,4820914.501
15870_15,682249.8126,4821865.546
15871_15,682504.4186,4821864.909
15872_15,682303.2898,4821862.056
15873_15,682201.0658,4821859.093
15874_15,682150.6,4821855.811
15875_15,682506.5553,4821828.839
15876_15,682404.6787,4821825.629
15877_15,682346.2484,4821822.581
15878_15,682250.9312,4821825.391
15879_15,682172.8565,4821816.397
1587_13,678776.192,4820928.918
15880_15,682151.2035,4821815.391
15881_15,682407.7115,4821812.986
15882_15,682506.7107,4821815.315
15883_15,682450.9444,4821813.495
15884_15,682149.7953,4821800.526
15885_15,682248.4806,4821801.3
15886_15,682349.9152,4821796.694
15887_15,682207.491,4821791.269
15888_15,682248.7701,4821780.939
15889_15,682453.3218,4821784.493
1588_13,678689.4214,4820916.9
15890_15,682305.5149,4821771.295
15891_15,682408.9429,4821766.946
15892_15,682502.0838,4821767.748
15893_15,682452.5172,4821767.61
15894_15,682350.8113,4821765.123
15895_15,682205.7232,4821756.845
15896_15,682304.0793,4821751.52
15897_15,682507.5855,4821754.915
15898_15,682351.0551,4821750.319
15899_15,682253.5342,4821748.158
1589_13,678698.8397,4820987.342
158_7,685985.2202,4825572.659
15900_15,682206.6894,4821738.868
15901_15,682150.7554,4821737.508
15902_15,682351.2685,4821734.378
15903_15,682453.1847,4821736.381
15904_15,682290.2444,4821725.676
15905_15,682269.6978,4821727.054
15906_15,682251.934,4821725.213
15907_15,682410.5248,4821722.893
15908_15,682454.1052,4821725.039
15909_15,682353.012,4821719.51
1590_13,678696.953,4820868.4
15910_15,682767.8029,4821671.513
15911_15,682865.4671,4821703.051
15912_15,682587.4493,4821688.893
15913_15,682469.8816,4821682.986
15914_15,682453.9619,4821681.309
15915_15,682391.7308,4821682.583
15916_15,682354.7402,4821681.093
15917_15,682258.2373,4821681.135
15918_15,682208.2621,4821677.478
15919_15,682312.315,4821669.138
1591_13,678668.9723,4820868.857
15920_15,682254.284,4821667.688
15921_15,682355.1334,4821661.948
15922_15,682457.9335,4821656.026
15923_15,682410.8601,4821644.578
15924_15,682211.4138,4821644.953
15925_15,682357.9772,4821641.091
15926_15,682513.5992,4821644.285
15927_15,682257.4966,4821637.595
15928_15,682152.1392,4821634.382
15929_15,682191.1232,4822036.295
1592_13,678642.6162,4820863.072
15930_15,682447.238,4822056.653
15931_15,682397.6988,4822056.903
15932_15,682495.8507,4822052.386
15933_15,682449.0241,4822044.193
15934_15,682494.5827,4822033.524
15935_15,682345.7303,4822038.81
15936_15,682495.6678,4822016.98
15937_15,682447.4605,4822014.523
15938_15,682344.2672,4822009.25
15939_15,682498.1732,4822004.587
1593_13,678760.1931,4820840.166
15940_15,682399.4422,4821999.932
15941_15,682399.2075,4821983.242
15942_15,682246.3256,4821974.518
15943_15,682398.6406,4821966.45
15944_15,682346.2698,4821963.835
15945_15,682298.2667,4821962.338
15946_15,682143.6566,4821958.644
15947_15,682397.5433,4821952.676
15948_15,682450.6243,4821950.323
15949_15,682349.5677,4821949.308
1594_13,678724.7417,4820839.938
15950_15,682297.4255,4821947.909
15951_17,685322.4039,4823545.439
15952_17,685475.7338,4823536.384
15953_17,685421.711,4823538.109
15954_17,685380.7,4823536.42
15955_17,685326.2566,4823530.58
15956_17,685579.808,4823524.274
15957_17,685533.1674,4823529.965
15958_17,685481.6104,4823514.895
15959_17,685527.0226,4823511.695
1595_13,678696.1697,4820839.261
15960_17,685380.7671,4823499.786
15961_17,685588.3028,4823505.718
15962_17,685477.1481,4823503.995
15963_17,685527.7846,4823500.268
15964_17,685283.3559,4823494.769
15965_17,685484.7011,4823441.938
15966_17,685466.5868,4823458.864
15967_17,685423.8476,4823456.544
15968_17,684960.4349,4823439.932
15969_17,685346.2271,4823455.983
1596_13,678800.89,4820794.474
15970_17,685330.0605,4823455.404
15971_17,685580.7559,4823446.23
15972_17,685378.9444,4823428.749
15973_17,685484.1402,4823429.28
15974_17,685388.8535,4823412.165
15975_17,685484.8138,4823410.815
15976_17,685406.4953,4823405.289
15977_17,685529.8847,4823400.324
15978_17,685483.7592,4823369.773
15979_17,685587.3457,4823361.37
1597_13,678748.9551,4820789.67
15980_17,685554.5766,4823353.698
15981_17,685585.4803,4823345.972
15982_17,685590.5796,4823261.322
15983_17,684947.3833,4823284.509
15984_17,685025.7719,4823277.026
15985_17,685140.8037,4823213.645
15986_17,685087.555,4823246.232
15987_17,684983.0419,4823218.221
15988_17,684941.5677,4823232.961
15989_17,685080.4135,4823232.927
1598_13,678647.8832,4820789.883
15990_17,685087.4239,4823216.52
15991_17,684937.651,4823217.629
15992_17,685088.2804,4823198.591
15993_17,685170.9241,4823182.309
15994_17,685141.3493,4823180.102
15995_17,684979.6769,4823179.895
15996_17,685192.7783,4823147.924
15997_17,685031.6332,4823144.776
15998_17,684987.2969,4823131.206
15999_17,685194.2108,4823121.01
1599_13,679287.6322,4820748.775
159_7,685801.4011,4825573.046
15_18,685901.1898,4824942.865
16000_17,685094.3277,4823119.087
16001_17,685236.1484,4823095.7
16002_17,685238.1357,4823080.957
16003_17,684990.8387,4823103.5
16004_17,685195.9573,4823084.614
16005_17,685093.968,4823080.387
16006_17,685044.0813,4823092.685
16007_17,684994.0757,4823090.381
16008_17,685051.6129,4823078.54
16009_17,684992.0305,4823074.163
1600_13,679189.6022,4820746.565
16010_17,685291.5855,4823046.645
16011_17,685237.523,4823045.685
16012_17,685094.4069,4823042.463
16013_17,685138.0361,4823039.592
16014_17,685033.078,4823037.516
16015_17,685292.0274,4823034.109
16016_17,684956.1646,4823004.013
16017_17,685237.4072,4823019.942
16018_17,685196.0274,4823016.979
16019_17,685293.3168,4823005.643
1601_13,679170.1834,4820745.48
16020_17,685239.6871,4823007.186
16021_17,685196.5608,4823001.291
16022_17,684990.5583,4823001.712
16023_17,685046.6447,4822981.524
16024_17,685242.031,4822994.305
16025_17,685060.1321,4822982.86
16026_17,685144.3028,4822982.39
16027_17,685088.7132,4822979.741
16028_17,685071.2116,4822981.756
16029_17,685241.9182,4822944.016
1602_13,679151.0511,4820747.001
16030_17,685143.8242,4822945.47
16031_17,685083.7237,4822928.831
16032_17,684998.2941,4822940.727
16033_17,685296.0142,4822934.86
16034_17,685148.9601,4822930.577
16035_17,685041.3198,4822932.138
16036_17,684996.8372,4822928.188
16037_17,685241.4671,4822920.805
16038_17,685143.2085,4822916.178
16039_17,685079.301,4822916.73
1603_13,679131.4585,4820744.483
16040_17,685037.9121,4822917.782
16041_17,685295.0541,4822900.694
16042_17,684998.5441,4822902.761
16043_17,685044.6391,4822876.423
16044_17,685245.0973,4822875.881
16045_17,685199.4168,4822877.109
16046_17,685096.6838,4822877.886
16047_17,685048.4552,4822864.067
16048_17,685201.4011,4822846.784
16049_17,685057.6845,4822847.787
1604_13,679063.7044,4820744.248
16050_17,685244.823,4822834.199
16051_17,685201.526,4822832.529
16052_17,685148.9205,4822831.038
16053_17,685099.5885,4822824.488
16054_17,685044.3068,4822800.927
16055_17,685245.6825,4822820.358
16056_17,685201.3432,4822819.907
16057_17,685104.319,4822758.389
16058_17,685298.8123,4822807.337
16059_17,685167.2634,4822793.268
1605_13,679024.9459,4820746.355
16060_17,685145.2751,4822803.768
16061_17,685299.745,4822793.88
16062_17,685246.414,4822779.308
16063_17,685200.9774,4822778.975
16064_17,685300.8636,4822765.942
16065_17,685200.508,4822765.046
16066_17,685302.2535,4822751.863
16067_17,685254.6924,4822737.032
16068_17,685302.9393,4822722.42
16069_17,684961.5718,4822716.302
1606_13,678885.6185,4820741.889
16070_17,685013.3391,4822680.269
16071_17,685299.4768,4822708.603
16072_17,685026.5675,4822678.775
16073_17,685053.3046,4822679.33
16074_17,685067.6698,4822676.62
16075_17,685082.3185,4822676.465
16076_17,685305.7557,4822633.54
16077_16,685371.1689,4823755.947
16078_16,685024.5741,4823752.176
16079_16,685064.8656,4823750.226
1607_13,678853.8004,4820737.878
16080_16,685170.7199,4823727.704
16081_16,685515.2939,4823741.173
16082_16,685573.1085,4823722.943
16083_16,685373.3391,4823720.736
16084_16,685319.0023,4823718.874
16085_16,685252.1199,4823697.535
16086_16,685238.2941,4823699.851
16087_16,685219.43,4823710.059
16088_16,685373.3117,4823705.081
16089_16,685318.8438,4823703.012
1608_13,678825.335,4820737.884
16090_16,685273.712,4823697.059
16091_16,685114.4476,4823687.933
16092_16,685320.4532,4823689.613
16093_16,685573.6266,4823685.3
16094_16,685318.7066,4823666.031
16095_16,685519.4209,4823667.463
16096_16,685220.3658,4823653.619
16097_16,685235.1669,4823653.674
16098_16,685259.3955,4823654.96
16099_16,685319.7795,4823647.666
1609_13,678733.4041,4820734.056
160_7,686208.2672,4825575.381
16100_16,685524.2855,4823639.159
16101_16,685222.1428,4823632.691
16102_16,685324.2357,4823633.374
16103_16,685577.6348,4823624.913
16104_16,685478.8215,4823622.865
16105_16,685558.097,4823605.966
16106_16,685578.4151,4823608.359
16107_16,685523.7734,4823604.534
16108_16,685133.9274,4823596.03
16109_16,685430.2789,4823601.672
1610_13,678701.8695,4820734.937
16110_16,685479.4981,4823564.386
16111_16,685421.5281,4823562.215
16112_16,685322.0899,4823557.857
16113_16,685271.0968,4823550.831
16114_16,685523.7978,4823547.253
16115_16,684926.9891,4823742.404
16116_24,680296.3119,4820685.495
16117_24,680198.5319,4820660.343
16118_24,680264.7224,4820647.956
16119_24,680347.0765,4820642.473
1611_13,678672.252,4820731.986
16120_24,680307.7419,4820625.108
16121_24,680208.0447,4820512.301
16122_24,680214.8418,4820464.935
16123_24,680289.8745,4820451.512
16124_24,680334.665,4820446.538
16125_24,681335.8405,4820341.598
16126_24,681292.7874,4820362.071
16127_24,681250.5177,4820375.303
16128_24,681140.7315,4820344.594
16129_24,680871.684,4820355.146
1612_13,679260.9347,4820703.256
16130_24,680813.5006,4820343.262
16131_24,680786.6477,4820374.251
16132_24,680745.0699,4820353.409
16133_24,680933.2172,4820334.926
16134_24,680658.537,4820324.721
16135_24,681520.504,4820240.227
16136_24,680727.556,4820270.634
16137_24,681261.2649,4820283.951
16138_24,680242.3287,4820295.006
16139_24,681313.5017,4820283.539
1613_13,679239.9065,4820700.796
16140_24,681296.573,4820213.661
16141_24,680470.5786,4820156.8
16142_24,681256.7691,4820169.471
16143_24,680598.3571,4820051.708
16144_24,680547.3549,4820114.823
16145_24,681720.4501,4820082.654
16146_24,680461.5535,4820105.426
16147_24,681566.9068,4820042.134
16148_24,681673.2243,4820015.498
16149_24,681621.4692,4820013.565
1614_13,679219.6221,4820700.616
16150_24,681739.43,4820019.268
16151_24,681334.0544,4820005.613
16152_24,681432.4806,4819923.612
16153_24,681329.8725,4819895.723
16154_24,681273.2741,4819906.94
16155_24,681197.8481,4819897.47
16156_24,681718.1763,4819895.373
16157_24,681443.618,4819815.018
16158_24,680534.8946,4819755.015
16159_24,681198.5217,4819803.753
1615_13,679198.8987,4820697.803
16160_24,680555.2583,4819689.913
16161_24,680662.3531,4819768.268
16162_24,680714.6812,4819755.5
16163_24,680590.2464,4819788.135
16164_24,681507.681,4819765.043
16165_24,680221.3523,4819744.472
16166_24,680269.5078,4819707.411
16167_24,680332.2327,4819658.466
16168_24,680224.0041,4819655.69
16169_24,681443.4717,4819754.36
1616_13,679059.172,4820696.55
16170_24,680723.8649,4819651.465
16171_24,680594.474,4819745.548
16172_24,680425.8735,4819738.068
16173_24,680596.699,4819697.112
16174_24,681720.5781,4819677.989
16175_24,681109.8949,4819753.579
16176_24,680600.4999,4819649.268
16177_24,680500.6289,4819655.891
16178_24,680548.5954,4819642.147
16179_24,680381.4305,4819651.855
1617_13,679029.207,4820695.511
16180_24,681768.7732,4819580.318
16181_24,680294.0503,4819531.925
16182_24,680333.7049,4819539.835
16183_24,681691.1771,4819534.513
16184_24,681748.0315,4819519.965
16185_24,681667.9634,4819374.517
16186_24,681694.7066,4819329.074
16187_24,680268.4013,4819380.071
16188_24,680413.3279,4819335.311
16189_24,681630.7686,4819354.995
1618_13,679006.4659,4820693.286
16190_24,681767.0785,4819336.143
16191_24,680570.9586,4819342.858
16192_24,681596.637,4819322.795
16193_24,681709.779,4819293.955
16194_24,681704.7041,4819271.165
16195_24,681647.2126,4819254.602
16196_24,681787.1831,4819273.016
16197_24,680390.6203,4819252.899
16198_24,681781.081,4819347.585
16199_24,681783.1811,4819316.227
1619_13,678970.1153,4820692.469
161_7,686068.9612,4825572.464
16200_24,681794.7788,4819333.887
16201_24,681660.7915,4819266.66
16202_24,681674.9647,4819250.241
16203_24,680314.1489,4819474.257
16204_23,680220.3678,4820878.787
16205_13,680178.4242,4820551.069
16206_13,680191.2624,4820300.27
16207_13,680219.1334,4819550.658
16208_13,680217.5697,4819470.77
16209_13,680214.4394,4819407.786
1620_13,678854.349,4820690.966
16210_19,686020.4521,4821911.086
16211_19,686011.4697,4821854.671
16212_19,686015.8314,4822070.966
16213_19,686011.2807,4821914.25
16214_19,685976.0976,4821869.018
16215_19,685914.1712,4821689.804
16216_20,686166.8662,4821152.483
16217_20,686130.8204,4821128.547
16218_20,686234.7087,4821105.148
16219_20,686102.6599,4821094.821
1621_13,678829.0719,4820686.129
16220_20,686076.9896,4821063.655
16221_20,686236.4704,4821055.368
16222_20,686000.2347,4820957.533
16223_20,686066.3094,4820949.632
16224_20,686156.6492,4820938.025
16225_20,686129.3422,4820847.484
16226_20,685906.7249,4820840.431
16227_20,685984.9855,4820843.199
16228_20,685881.0089,4820805.199
16229_20,685811.0023,4820782.583
1622_13,678795.0409,4820688.653
16230_20,685850.221,4820774.597
16231_20,685991.2157,4820757.154
16232_20,685779.425,4820684.318
16233_20,685829.1257,4820687.985
16234_20,686081.6744,4820692.125
16235_20,686303.1943,4820675.345
16236_20,686081.0374,4820638.394
16237_20,685749.393,4820620.414
16238_20,686048.3932,4821032.16
16239_20,686156.1158,4820981.133
1623_13,678762.7412,4820686.15
16240_20,686224.0285,4820955.433
16241_20,686175.7023,4821029.429
16242_20,686230.033,4821012.162
16243_20,686018.4587,4820987.33
16244_20,686096.8961,4820998.242
16245_20,685968.6513,4820920.106
16246_20,686087.8862,4820910.618
16247_20,686147.8161,4820890.754
16248_20,685936.9063,4820882.799
16249_20,686062.7005,4820867.327
1624_13,678642.0401,4820685.337
16250_20,685769.6866,4820793.492
16251_20,686099.0846,4820815.133
16252_20,685952.8717,4820788.195
16253_20,685755.1964,4820737.345
16254_20,685916.128,4820743.797
16255_20,686019.556,4820719.718
16256_20,685953.9203,4820715.585
16257_20,685983.1019,4820685.221
16258_20,686017.6419,4820652.019
16259_20,685930.8529,4820610.654
1625_13,679265.9426,4820646.542
16260_20,685831.6891,4820645.313
16261_20,686089.9253,4820583.725
16262_20,686169.7221,4821084.887
16263_20,686124.9317,4821037.262
16264_20,685869.7861,4820715.646
16265_20,686068.5893,4820784.595
16266_20,686117.8573,4820746.72
16267_20,686206.4201,4821143.949
16268_14,681579.6779,4822043.333
16269_14,681528.1453,4822041.126
1626_13,679236.7214,4820645.841
16270_14,681498.0889,4822040.172
16271_14,681372.9256,4821957.425
16272_14,681200.0732,4822026.103
16273_14,681170.7026,4822023.082
16274_14,681152.7407,4822024.493
16275_14,680811.3823,4822005.593
16276_14,681091.7287,4822022.308
16277_14,681610.5299,4822028.797
16278_14,680778.2627,4822005.468
16279_14,681071.6119,4822021.762
1627_13,679208.4084,4820645.56
16280_14,680719.3477,4822006.449
16281_14,681529.8674,4822022.939
16282_14,680956.4613,4822015.502
16283_14,680935.2106,4822013.85
16284_14,681657.1461,4822014.228
16285_14,681531.1842,4822006.589
16286_14,681576.4318,4822008.824
16287_14,681200.7773,4822005.279
16288_14,681153.1217,4821984.753
16289_14,681694.1671,4821993.495
1628_13,679182.8723,4820644.326
16290_14,680880.2093,4821981.858
16291_14,681656.8565,4821990.916
16292_14,681495.6718,4821989.981
16293_14,681174.0706,4821983.36
16294_14,681132.7915,4821981.641
16295_14,681114.1377,4821980.928
16296_14,681438.5461,4821908.581
16297_14,680851.427,4821969.035
16298_14,681289.3035,4821980.59
16299_14,681027.4311,4821977.996
1629_13,679048.6807,4820641.363
162_7,686160.9104,4825565.14
16300_14,681246.2687,4821973.211
16301_14,681497.4702,4821971.683
16302_14,681657.6276,4821974.262
16303_14,680978.096,4821966.395
16304_14,681290.8672,4821960.555
16305_14,681578.2454,4821954.913
16306_14,681691.3416,4821958.995
16307_14,681613.4316,4821960.324
16308_14,681659.4504,4821947.464
16309_14,681531.172,4821952.094
1630_13,679021.8796,4820640.013
16310_14,680886.3114,4821943.334
16311_14,681291.3244,4821939.119
16312_14,681694.5695,4821940.07
16313_14,681086.2362,4821934.239
16314_14,681614.0838,4821940.451
16315_14,680818.8926,4821920.081
16316_14,681044.2652,4821923.87
16317_14,681533.6805,4821933.41
16318_14,681582.4852,4821930.88
16319_14,681696.6147,4821925.796
1631_13,678940.2296,4820638.388
16320_14,681615.9248,4821923.126
16321_14,680938.1854,4821918.81
16322_14,681291.7724,4821917.648
16323_14,681202.5238,4821909.669
16324_14,681498.7138,4821919.045
16325_14,680979.873,4821912.369
16326_14,681138.3114,4821909.9
16327_14,681092.6218,4821909.489
16328_14,680718.8509,4821896.593
16329_14,681251.0785,4821896.605
1632_13,678886.7554,4820638.699
16330_14,680937.4326,4821894.859
16331_14,681291.4006,4821895.688
16332_14,681535.7196,4821896.849
16333_14,680978.8794,4821885.849
16334_14,681027.6322,4821884.62
16335_14,680871.3122,4821873.83
16336_14,681697.0414,4821889.534
16337_14,681535.0307,4821878.817
16338_14,681163.0247,4821859.386
16339_14,681182.1753,4821860.489
1633_13,678765.2406,4820634.709
16340_14,681294.0798,4821871.026
16341_14,681251.1577,4821866.68
16342_14,681582.4151,4821875.632
16343_14,680888.1646,4821859.489
16344_14,681617.269,4821868.542
16345_14,681091.0643,4821858.06
16346_14,681505.9619,4821867.807
16347_14,680719.1649,4821856.957
16348_14,681029.0008,4821851.37
16349_14,681531.6444,4821862.26
1634_13,678735.9187,4820632.984
16350_14,681070.9718,4821853.799
16351_14,680939.7613,4821848.325
16352_14,681615.7084,4821853.183
16353_14,681373.7211,4821833.38
16354_14,681698.4679,4821828.741
16355_14,681457.0628,4821830.765
16356_14,681346.4933,4821827.568
16357_14,681533.5159,4821820.545
16358_14,681665.9152,4821818.116
16359_14,681282.7564,4821800.867
1635_13,678705.7374,4820632.368
16360_14,681200.2957,4821816.949
16361_14,681423.6749,4821817.61
16362_14,681378.284,4821816.915
16363_14,681097.2091,4821806.21
16364_14,681617.013,4821812.224
16365_14,681047.871,4821799.63
16366_14,680891.8253,4821801.093
16367_14,681504.3282,4821807.786
16368_14,680785.3919,4821799.112
16369_14,681426.3724,4821799.831
1636_13,678968.7072,4820591.821
16370_14,681376.8941,4821798.798
16371_14,681585.8136,4821796.353
16372_14,680989.8369,4821784.006
16373_14,681700.7082,4821788.181
16374_14,681347.3772,4821789.05
16375_14,681504.4196,4821788.562
16376_14,681539.9197,4821783.548
16377_14,680816.573,4821760.893
16378_14,680841.5057,4821757.265
16379_14,681172.3089,4821775.258
1637_13,678997.4712,4820592.555
16380_14,681146.666,4821776.294
16381_14,681092.4999,4821772.761
16382_14,680727.0409,4821773.298
16383_14,681379.0277,4821780.083
16384_14,681615.3579,4821775.352
16385_14,681064.8636,4821755.059
16386_14,681588.0813,4821773.011
16387_14,681701.4336,4821767.111
16388_14,681505.3706,4821769.515
16389_14,680998.1946,4821740.69
1638_13,679133.394,4820595.433
16390_14,681020.9114,4821734.924
16391_14,681622.0391,4821759.1
16392_14,680945.8756,4821740.672
16393_14,681462.0249,4821746.847
16394_14,681702.9911,4821747.811
16395_14,681622.5116,4821739.246
16396_14,681379.2228,4821736.015
16397_14,681112.4948,4821724.469
16398_14,681506.1174,4821731.15
16399_14,681135.5987,4821725.133
1639_13,679160.1189,4820595.524
163_7,686015.7369,4825549.582
16400_14,681159.047,4821718.169
16401_14,681666.1194,4821719.946
16402_14,681541.3249,4821715.005
16403_14,681623.0755,4821719.937
16404_14,680816.192,4821701.362
16405_14,681507.1445,4821712.368
16406_14,681258.6071,4821706.492
16407_14,681348.7336,4821710.052
16408_14,681430.2799,4821705.849
16409_14,681462.2047,4821709.592
1640_13,679188.4379,4820597.566
16410_14,681667.3935,4821700.155
16411_14,681117.1308,4821693.251
16412_14,680949.9629,4821695.342
16413_14,681004.6746,4821687.625
16414_14,681506.2637,4821693.974
16415_14,681539.5387,4821682.641
16416_14,681189.5454,4821670.702
16417_14,681301.5809,4821677.396
16418_14,681281.5494,4821673.848
16419_14,681211.6495,4821672.217
1641_13,679216.0498,4820598.371
16420_14,681259.4666,4821675.03
16421_14,681668.9723,4821681.696
16422_14,681379.3691,4821676.003
16423_14,681430.5268,4821678.837
16424_14,681623.4168,4821680.553
16425_14,680943.5012,4821667.794
16426_14,680743.2533,4821650.32
16427_14,681053.6835,4821664.719
16428_14,680845.5809,4821650.674
16429_14,680871.2573,4821652.03
1642_13,678824.5334,4820587.355
16430_14,680987.7643,4821658.589
16431_14,680894.1875,4821658.958
16432_14,681126.7077,4821634.879
16433_14,681704.4816,4821640.213
16434_14,681654.1621,4821639.548
16435_14,681154.6701,4821625.394
16436_14,681357.1857,4821630.822
