facility_id,x,y,activity_type,capacity,day,start_time,end_time
12093_10,683748.9042999996,4823406.6513,home,2.0,wkday,00:00:00,30:00:00
12094_10,684042.5155999996,4823401.5032,home,2.0,wkday,00:00:00,30:00:00
12095_10,683506.3957000002,4823405.2248,home,2.0,wkday,00:00:00,30:00:00
12096_10,683923.6799999997,4823400.250499999,home,2.0,wkday,00:00:00,30:00:00
12097_10,683864.4053999996,4823394.575099999,home,2.0,wkday,00:00:00,30:00:00
12098_10,683508.8219999997,4823389.1313000005,home,8.0,wkday,00:00:00,30:00:00
12099_10,684043.7500999998,4823388.0188,home,2.0,wkday,00:00:00,30:00:00
1209_12,678812.6065999996,4822818.8463,home,2.0,wkday,00:00:00,30:00:00
120_7,686201.0159999998,4825519.4377,home,2.0,wkday,00:00:00,30:00:00
12100_10,683924.1341000004,4823386.1687,home,4.0,wkday,00:00:00,30:00:00
12101_10,683391.1322999997,4823385.1811,home,6.0,wkday,00:00:00,30:00:00
12102_10,683749.7424999997,4823379.749600001,home,4.0,wkday,00:00:00,30:00:00
12103_10,684043.0916999998,4823375.281199999,home,4.0,wkday,00:00:00,30:00:00
12104_10,683510.7818,4823372.083799999,home,2.0,wkday,00:00:00,30:00:00
12105_10,683389.8705000002,4823369.566199999,home,0.0,wkday,00:00:00,30:00:00
12106_10,683512.0650000004,4823357.0846,home,10.0,wkday,00:00:00,30:00:00
12107_10,683442.9850000003,4823355.1369,home,2.0,wkday,00:00:00,30:00:00
12108_10,683625.8562000003,4823344.234200001,home,2.0,wkday,00:00:00,30:00:00
12109_10,683564.8076999998,4823342.6645,home,8.0,wkday,00:00:00,30:00:00
1210_12,678796.2083,4822816.9383000005,home,2.0,wkday,00:00:00,30:00:00
12110_10,683440.4034000002,4823338.244899999,home,2.0,wkday,00:00:00,30:00:00
12111_10,683750.0899,4823339.2903,home,2.0,wkday,00:00:00,30:00:00
12112_10,683328.1758000003,4823336.221000001,work,N/A,wkday,08:00:00,18:00:00
12113_10,683875.1617999999,4823331.447799999,home,2.0,wkday,00:00:00,30:00:00
12114_10,683849.6896000002,4823330.3353,home,2.0,wkday,00:00:00,30:00:00
12115_10,683829.3777000001,4823327.1654,home,2.0,wkday,00:00:00,30:00:00
12116_10,683511.8517000005,4823319.322799999,home,24.0,wkday,00:00:00,30:00:00
12117_10,683463.0043000001,4823318.475500001,home,12.0,wkday,00:00:00,30:00:00
12118_10,683565.5483999997,4823312.845799999,home,44.0,wkday,00:00:00,30:00:00
12119_10,683450.3733999999,4823295.392999999,home,24.0,wkday,00:00:00,30:00:00
1211_12,678763.1557,4822813.9482,home,2.0,wkday,00:00:00,30:00:00
12120_10,683628.3159999996,4823318.173800001,home,2.0,wkday,00:00:00,30:00:00
12121_10,683807.8009000001,4823304.1346,home,4.0,wkday,00:00:00,30:00:00
12122_10,683389.6144000003,4823308.3013,home,4.0,wkday,00:00:00,30:00:00
12123_10,683628.1118000001,4823305.5702,home,2.0,wkday,00:00:00,30:00:00
12124_10,683627.8861999996,4823292.4943,home,10.0,wkday,00:00:00,30:00:00
12125_10,683926.7707000002,4823302.8697,home,2.0,wkday,00:00:00,30:00:00
12126_10,683512.0711000003,4823289.232899999,home,24.0,wkday,00:00:00,30:00:00
12127_10,683390.5502000004,4823293.9055,home,4.0,wkday,00:00:00,30:00:00
12128_10,683874.7319999998,4823288.41,home,2.0,wkday,00:00:00,30:00:00
12129_10,683808.1361999996,4823286.629899999,home,4.0,wkday,00:00:00,30:00:00
1212_12,678729.4782999996,4822818.465299999,home,2.0,wkday,00:00:00,30:00:00
12130_10,683990.2758999998,4823274.160499999,home,2.0,wkday,00:00:00,30:00:00
12131_10,683876.0609999998,4823274.2916,home,2.0,wkday,00:00:00,30:00:00
12132_10,683511.0926999999,4823243.9059999995,home,54.0,wkday,00:00:00,30:00:00
12133_10,683396.5729999999,4823260.3714000005,home,6.0,wkday,00:00:00,30:00:00
12134_10,683996.7589999996,4823260.4537,home,2.0,wkday,00:00:00,30:00:00
12135_10,683627.5905999998,4823252.7574000005,home,2.0,wkday,00:00:00,30:00:00
12136_10,683566.4445000002,4823254.171700001,home,2.0,wkday,00:00:00,30:00:00
12137_10,683754.0279999999,4823247.0821,home,4.0,wkday,00:00:00,30:00:00
12138_10,683980.3698000005,4823244.3632,home,2.0,wkday,00:00:00,30:00:00
12139_10,683692.6837999998,4823239.52,home,2.0,wkday,00:00:00,30:00:00
1213_12,678908.6979999999,4822927.142000001,home,2.0,wkday,00:00:00,30:00:00
12140_10,683629.0291999998,4823238.6086,home,2.0,wkday,00:00:00,30:00:00
12141_10,683326.6151999999,4823190.2215,secondary,N/A,wkday,08:00:00,20:00:00
12142_10,683753.6926999995,4823231.637800001,home,2.0,wkday,00:00:00,30:00:00
12143_10,683389.017,4823210.695,home,24.0,wkday,00:00:00,30:00:00
12144_10,683629.9192000004,4823226.3617,home,2.0,wkday,00:00:00,30:00:00
12145_10,683567.2156999996,4823222.338300001,home,4.0,wkday,00:00:00,30:00:00
12146_10,683755.1984000001,4823219.9091,home,2.0,wkday,00:00:00,30:00:00
12147_10,683928.0447000004,4823216.787900001,home,2.0,wkday,00:00:00,30:00:00
12148_10,683629.0536000002,4823212.9109000005,home,4.0,wkday,00:00:00,30:00:00
12149_10,683866.1579999998,4823207.183700001,work,N/A,wkday,08:00:00,18:00:00
1214_12,678915.6840000004,4822900.100099999,home,2.0,wkday,00:00:00,30:00:00
12150_10,683568.1484000003,4823208.6741,home,2.0,wkday,00:00:00,30:00:00
12151_10,683753.0069000004,4823202.547599999,home,20.0,wkday,00:00:00,30:00:00
12152_10,683444.5851999996,4823199.624600001,home,2.0,wkday,00:00:00,30:00:00
12153_10,683631.9979999997,4823198.5791,home,2.0,wkday,00:00:00,30:00:00
12154_10,683394.4150999999,4823194.2601,home,2.0,wkday,00:00:00,30:00:00
12155_10,683700.9164000005,4823197.481899999,home,2.0,wkday,00:00:00,30:00:00
12156_10,683811.3701,4823195.7535999995,home,2.0,wkday,00:00:00,30:00:00
12157_10,683691.1567000002,4823185.134400001,home,2.0,wkday,00:00:00,30:00:00
12158_10,683756.5334000001,4823186.755899999,home,2.0,wkday,00:00:00,30:00:00
12159_10,683501.6073000003,4823181.924799999,home,4.0,wkday,00:00:00,30:00:00
1215_12,679046.7361000003,4822813.506200001,home,2.0,wkday,00:00:00,30:00:00
12160_10,683487.6231000004,4823177.243100001,home,4.0,wkday,00:00:00,30:00:00
12161_10,683445.9994999999,4823179.145,home,2.0,wkday,00:00:00,30:00:00
12162_10,683759.3528000005,4823176.389699999,home,2.0,wkday,00:00:00,30:00:00
12163_10,683516.3931999998,4823172.4364,home,4.0,wkday,00:00:00,30:00:00
12164_10,683445.8043999998,4823161.317299999,home,2.0,wkday,00:00:00,30:00:00
12165_10,683571.7511,4823162.6919,home,4.0,wkday,00:00:00,30:00:00
12166_10,683396.3169999998,4823160.7656,home,2.0,wkday,00:00:00,30:00:00
12167_10,683930.6782,4823158.885,home,2.0,wkday,00:00:00,30:00:00
12168_10,683447.5539999995,4823148.625399999,home,2.0,wkday,00:00:00,30:00:00
12169_10,683398.3256000001,4823147.973099999,home,2.0,wkday,00:00:00,30:00:00
1216_12,679042.5421000002,4822867.2731,home,2.0,wkday,00:00:00,30:00:00
12170_10,683447.9411000004,4823132.0777,home,2.0,wkday,00:00:00,30:00:00
12171_10,683759.3619999997,4823128.999299999,home,4.0,wkday,00:00:00,30:00:00
12172_10,683882.5928999996,4823133.0622000005,home,2.0,wkday,00:00:00,30:00:00
12173_10,683695.2836999996,4823125.5459,home,2.0,wkday,00:00:00,30:00:00
12174_10,683448.8219999997,4823118.340399999,home,2.0,wkday,00:00:00,30:00:00
12175_10,683932.4764999999,4823115.237500001,home,2.0,wkday,00:00:00,30:00:00
12176_10,683763.7602000004,4823114.3780000005,home,4.0,wkday,00:00:00,30:00:00
12177_10,683638.1213999996,4823112.000499999,home,2.0,wkday,00:00:00,30:00:00
12178_10,683450.3367999997,4823103.112500001,home,2.0,wkday,00:00:00,30:00:00
12179_10,683572.3789999997,4823103.347200001,home,4.0,wkday,00:00:00,30:00:00
1217_12,678992.5883,4822885.1953,home,2.0,wkday,00:00:00,30:00:00
12180_10,683816.0915000001,4823103.947699999,home,2.0,wkday,00:00:00,30:00:00
12181_10,683761.9375,4823094.1208999995,home,2.0,wkday,00:00:00,30:00:00
12182_10,683574.3022999996,4823091.005899999,home,2.0,wkday,00:00:00,30:00:00
12183_10,683450.7391999997,4823088.3846,home,2.0,wkday,00:00:00,30:00:00
12184_10,683882.9982000003,4823088.9485,home,4.0,wkday,00:00:00,30:00:00
12185_10,683395.4879000001,4823083.1481,home,2.0,wkday,00:00:00,30:00:00
12186_10,683450.3612000002,4823072.2393,home,2.0,wkday,00:00:00,30:00:00
12187_10,683580.0295000002,4823058.0295,home,42.0,wkday,00:00:00,30:00:00
12188_10,683518.9748999998,4823071.416300001,home,2.0,wkday,00:00:00,30:00:00
12189_10,683519.9472000003,4823060.7818,home,10.0,wkday,00:00:00,30:00:00
1218_12,679065.8014000002,4822963.3675999995,home,2.0,wkday,00:00:00,30:00:00
12190_10,683481.8715000004,4823044.5298999995,home,4.0,wkday,00:00:00,30:00:00
12191_10,683884.5861999998,4823058.6603999995,home,2.0,wkday,00:00:00,30:00:00
12192_10,683399.7856000001,4823051.4793,home,2.0,wkday,00:00:00,30:00:00
12193_10,683695.5672000004,4823051.714,home,2.0,wkday,00:00:00,30:00:00
12194_10,683520.3159999996,4823045.3924,home,2.0,wkday,00:00:00,30:00:00
12195_10,683447.7154999999,4823043.0516,home,4.0,wkday,00:00:00,30:00:00
12196_10,683398.8224999998,4823036.6142,home,2.0,wkday,00:00:00,30:00:00
12197_10,683766.8448000001,4823035.349300001,home,2.0,wkday,00:00:00,30:00:00
12198_10,683817.6519999998,4823028.555299999,home,2.0,wkday,00:00:00,30:00:00
12199_10,683400.5506999996,4823021.8618,home,2.0,wkday,00:00:00,30:00:00
1219_12,679065.2253,4822950.669600001,home,2.0,wkday,00:00:00,30:00:00
121_7,685861.5565,4825513.2776,home,2.0,wkday,00:00:00,30:00:00
12200_10,683881.2730999999,4823020.6,home,2.0,wkday,00:00:00,30:00:00
12201_10,683764.6716,4823020.4811,home,8.0,wkday,00:00:00,30:00:00
12202_10,683394.7167999996,4823004.9485,home,2.0,wkday,00:00:00,30:00:00
12203_10,683882.9585999995,4823003.375700001,home,2.0,wkday,00:00:00,30:00:00
12204_10,683883.7115000002,4822991.2842,home,4.0,wkday,00:00:00,30:00:00
12205_10,683765.8602999998,4822987.7455,home,8.0,wkday,00:00:00,30:00:00
12206_10,683817.1918000001,4822986.9805,home,2.0,wkday,00:00:00,30:00:00
12207_10,683387.5082999999,4822974.617699999,home,2.0,wkday,00:00:00,30:00:00
12208_10,683883.9309,4822977.6932,home,2.0,wkday,00:00:00,30:00:00
12209_10,683858.8488999996,4822952.278899999,home,2.0,wkday,00:00:00,30:00:00
1220_12,679146.2992000002,4822996.9657000005,home,2.0,wkday,00:00:00,30:00:00
12210_10,683815.2928999998,4822961.9167,home,4.0,wkday,00:00:00,30:00:00
12211_10,683350.3652999997,4822943.3879,secondary,N/A,wkday,08:00:00,20:00:00
12212_10,683744.1341000004,4822947.795299999,home,14.0,wkday,00:00:00,30:00:00
12213_10,683381.0921999998,4822948.0757,home,4.0,wkday,00:00:00,30:00:00
12214_10,683380.1076999996,4822936.6152,home,2.0,wkday,00:00:00,30:00:00
12215_10,683818.2098000003,4823058.0295,home,2.0,wkday,00:00:00,30:00:00
12216_10,683360.9083000002,4822934.518200001,home,4.0,wkday,00:00:00,30:00:00
12217_17,684165.1947999997,4823509.7531,home,2.0,wkday,00:00:00,30:00:00
12218_17,684200.7040999997,4823504.2545,home,2.0,wkday,00:00:00,30:00:00
12219_17,684161.7231999999,4823489.429,home,28.0,wkday,00:00:00,30:00:00
1221_12,679199.6453999998,4822980.1438,home,2.0,wkday,00:00:00,30:00:00
12220_16,684175.0215999996,4823719.736400001,home,72.0,wkday,00:00:00,30:00:00
12221_16,684186.9363000002,4823583.0912,home,112.0,wkday,00:00:00,30:00:00
12222_16,684199.2440999998,4823641.4178,home,112.0,wkday,00:00:00,30:00:00
12223_10,682801.6327,4823417.608899999,home,6.0,wkday,00:00:00,30:00:00
12224_10,682731.8882999998,4823402.0518,home,2.0,wkday,00:00:00,30:00:00
12225_10,683148.6513,4823395.4133,home,6.0,wkday,00:00:00,30:00:00
12226_10,682618.6823000005,4823384.3551,home,2.0,wkday,00:00:00,30:00:00
12227_10,682528.8667000001,4823389.2563000005,home,2.0,wkday,00:00:00,30:00:00
12228_10,682508.7528999997,4823388.1285,home,2.0,wkday,00:00:00,30:00:00
12229_10,683151.2298999997,4823379.9355,home,2.0,wkday,00:00:00,30:00:00
1222_12,679185.1156000001,4822893.7663,home,2.0,wkday,00:00:00,30:00:00
12230_10,683085.1522000004,4823376.762499999,home,2.0,wkday,00:00:00,30:00:00
12231_10,682844.4693999998,4823370.962200001,home,4.0,wkday,00:00:00,30:00:00
12232_10,682682.6842999998,4823367.112500001,home,2.0,wkday,00:00:00,30:00:00
12233_10,682507.9116000002,4823370.0691,home,2.0,wkday,00:00:00,30:00:00
12234_10,682796.7101999996,4823358.087400001,home,8.0,wkday,00:00:00,30:00:00
12235_10,683150.7238999996,4823362.5923,home,2.0,wkday,00:00:00,30:00:00
12236_10,683087.2857999997,4823361.330499999,home,2.0,wkday,00:00:00,30:00:00
12237_10,682684.0285,4823358.492799999,home,2.0,wkday,00:00:00,30:00:00
12238_10,682509.1583000002,4823356.609099999,home,2.0,wkday,00:00:00,30:00:00
12239_10,682734.5033999998,4823342.947899999,home,2.0,wkday,00:00:00,30:00:00
1223_12,679215.9857999999,4822856.193600001,home,2.0,wkday,00:00:00,30:00:00
12240_10,682797.9628999997,4823338.187000001,home,2.0,wkday,00:00:00,30:00:00
12241_10,682845.9720999999,4823342.216399999,home,2.0,wkday,00:00:00,30:00:00
12242_10,682922.7696000002,4823339.9091,home,4.0,wkday,00:00:00,30:00:00
12243_10,682686.1133000003,4823332.694499999,home,2.0,wkday,00:00:00,30:00:00
12244_10,682570.8925999999,4823332.886499999,home,2.0,wkday,00:00:00,30:00:00
12245_10,682856.3079000004,4823322.434900001,home,2.0,wkday,00:00:00,30:00:00
12246_10,682508.9875999996,4823332.603,home,2.0,wkday,00:00:00,30:00:00
12247_10,683147.8161000004,4823331.392999999,home,2.0,wkday,00:00:00,30:00:00
12248_10,682869.4020999996,4823321.636299999,home,2.0,wkday,00:00:00,30:00:00
12249_10,682838.7422000002,4823317.3752,secondary,N/A,wkday,08:00:00,20:00:00
1224_12,679211.6698000003,4822907.875600001,home,2.0,wkday,00:00:00,30:00:00
12250_10,682643.5936000003,4823312.3399,home,2.0,wkday,00:00:00,30:00:00
12251_10,682995.3457000004,4823320.0635,home,6.0,wkday,00:00:00,30:00:00
12252_10,682760.2225000001,4823316.680199999,home,4.0,wkday,00:00:00,30:00:00
12253_10,682899.7511,4823320.5847,home,2.0,wkday,00:00:00,30:00:00
12254_10,683031.7663000003,4823319.624600001,home,4.0,wkday,00:00:00,30:00:00
12255_10,682504.2204999998,4823312.0046,home,2.0,wkday,00:00:00,30:00:00
12256_10,683868.9286000002,4823701.1161,work,N/A,wkday,08:00:00,18:00:00
12257_10,683843.0328000002,4823707.419399999,secondary,N/A,wkday,08:00:00,20:00:00
12258_10,683696.125,4823700.390699999,work,N/A,wkday,08:00:00,18:00:00
12259_10,683860.8545000004,4823640.375399999,work,N/A,wkday,08:00:00,18:00:00
1225_12,679213.1633000001,4822823.4946,home,2.0,wkday,00:00:00,30:00:00
12260_10,683693.6409,4823651.4366,work,N/A,wkday,08:00:00,18:00:00
12261_10,683629.3706,4823652.469900001,home,24.0,wkday,00:00:00,30:00:00
12262_10,683587.6160000004,4823652.5614,home,14.0,wkday,00:00:00,30:00:00
12263_10,684079.4636000004,4823604.9058,home,132.0,wkday,00:00:00,30:00:00
12264_10,683808.1300999997,4823627.351299999,work,N/A,wkday,08:00:00,18:00:00
12265_10,683494.5846999995,4823610.919500001,work,N/A,wkday,08:00:00,18:00:00
12266_10,683912.8717,4823601.9004,work,N/A,wkday,08:00:00,18:00:00
12267_10,683628.1697000004,4823603.0526,secondary,N/A,wkday,08:00:00,20:00:00
12268_10,683308.1626000004,4823580.8752999995,secondary,N/A,wkday,08:00:00,20:00:00
12269_10,684044.6675000004,4823557.6952,home,2.0,wkday,00:00:00,30:00:00
1226_12,679106.3916999996,4823096.3277,home,2.0,wkday,00:00:00,30:00:00
12270_10,684033.0301999999,4823558.740700001,home,2.0,wkday,00:00:00,30:00:00
12271_10,683971.4848999996,4823528.635500001,secondary,N/A,wkday,08:00:00,20:00:00
12272_10,683503.1617999999,4823533.0002999995,work,N/A,wkday,08:00:00,18:00:00
12273_10,683686.7736999998,4823521.8598,work,N/A,wkday,08:00:00,18:00:00
12274_10,683446.0422,4823544.1438,home,40.0,wkday,00:00:00,30:00:00
12275_10,683866.5908000004,4823540.6873,home,2.0,wkday,00:00:00,30:00:00
12276_10,683339.7703999998,4823537.745999999,home,2.0,wkday,00:00:00,30:00:00
12277_10,684106.4445000002,4823530.936799999,home,2.0,wkday,00:00:00,30:00:00
12278_10,684039.3366,4823533.9055,home,2.0,wkday,00:00:00,30:00:00
12279_10,683866.9870999996,4823526.9835,home,2.0,wkday,00:00:00,30:00:00
1227_12,679113.4660999998,4823079.667300001,home,2.0,wkday,00:00:00,30:00:00
12280_10,684106.6945000002,4823515.7973,home,2.0,wkday,00:00:00,30:00:00
12281_10,683382.6557999998,4823517.178099999,work,N/A,wkday,08:00:00,18:00:00
12282_10,684107.4351000004,4823498.536499999,home,2.0,wkday,00:00:00,30:00:00
12283_10,683680.1869999999,4823482.76,work,N/A,wkday,08:00:00,18:00:00
12284_10,684063.6047999999,4823485.8993999995,home,2.0,wkday,00:00:00,30:00:00
12285_10,684040.2874999996,4823484.7808,home,2.0,wkday,00:00:00,30:00:00
12286_10,683842.5573000005,4823479.983200001,home,4.0,wkday,00:00:00,30:00:00
12287_10,683235.5499,4823688.8387,home,2.0,wkday,00:00:00,30:00:00
12288_10,683222.4221999999,4823690.021299999,home,10.0,wkday,00:00:00,30:00:00
12289_10,683210.2819999997,4823689.046,home,4.0,wkday,00:00:00,30:00:00
1228_12,679108.5466,4823051.585999999,home,2.0,wkday,00:00:00,30:00:00
12290_10,683105.0861,4823689.497099999,home,2.0,wkday,00:00:00,30:00:00
12291_10,683066.4313000003,4823691.079,home,22.0,wkday,00:00:00,30:00:00
12292_10,683014.2799000004,4823687.8542,work,N/A,wkday,08:00:00,18:00:00
12293_10,682779.5499,4823678.908299999,home,6.0,wkday,00:00:00,30:00:00
12294_10,682765.8369000005,4823676.387599999,home,2.0,wkday,00:00:00,30:00:00
12295_10,682748.7955,4823674.945900001,home,2.0,wkday,00:00:00,30:00:00
12296_10,682667.9715999998,4823671.983200001,home,2.0,wkday,00:00:00,30:00:00
12297_10,682719.0958000002,4823699.970000001,home,2.0,wkday,00:00:00,30:00:00
12298_10,683130.2505000001,4823692.8408,home,70.0,wkday,00:00:00,30:00:00
12299_10,682620.6452000001,4823672.282,home,2.0,wkday,00:00:00,30:00:00
1229_12,679057.0323000001,4823090.725400001,home,2.0,wkday,00:00:00,30:00:00
122_7,685727.3466999996,4825512.469900001,home,2.0,wkday,00:00:00,30:00:00
12300_10,682719.6717999997,4823673.940099999,home,2.0,wkday,00:00:00,30:00:00
12301_10,682607.3711000001,4823672.4679000005,home,2.0,wkday,00:00:00,30:00:00
12302_10,682837.1815999998,4823675.665200001,home,2.0,wkday,00:00:00,30:00:00
12303_10,683252.1706999997,4823646.312899999,secondary,N/A,wkday,08:00:00,20:00:00
12304_10,683118.5155999996,4823633.3498,N/A,N/A,N/A,N/A,N/A
12305_10,683204.9418000001,4823643.734300001,home,2.0,wkday,00:00:00,30:00:00
12306_10,683002.9017000003,4823636.153899999,home,2.0,wkday,00:00:00,30:00:00
12307_10,682986.9605999999,4823637.300000001,home,4.0,wkday,00:00:00,30:00:00
12308_10,682971.2664999999,4823638.1839000005,home,4.0,wkday,00:00:00,30:00:00
12309_10,682908.7335999999,4823633.1273,home,2.0,wkday,00:00:00,30:00:00
1230_12,679174.0970000001,4823128.478,home,2.0,wkday,00:00:00,30:00:00
12310_10,682885.9283999996,4823619.877599999,home,2.0,wkday,00:00:00,30:00:00
12311_10,682836.1971000005,4823628.1743,home,24.0,wkday,00:00:00,30:00:00
12312_10,682781.0191000002,4823632.2708,home,2.0,wkday,00:00:00,30:00:00
12313_10,682766.7604999999,4823632.581700001,home,2.0,wkday,00:00:00,30:00:00
12314_10,682746.6618999997,4823628.0188,home,2.0,wkday,00:00:00,30:00:00
12315_10,682734.8234999999,4823632.5085,home,2.0,wkday,00:00:00,30:00:00
12316_10,682720.1076999996,4823631.332,home,2.0,wkday,00:00:00,30:00:00
12317_10,682634.602,4823630.755899999,home,4.0,wkday,00:00:00,30:00:00
12318_10,682621.4711999996,4823632.109200001,home,2.0,wkday,00:00:00,30:00:00
12319_10,682550.7209000001,4823630.216399999,home,2.0,wkday,00:00:00,30:00:00
1231_12,679202.3154999996,4823133.053099999,home,2.0,wkday,00:00:00,30:00:00
12320_10,682913.4549000002,4823607.8379999995,home,2.0,wkday,00:00:00,30:00:00
12321_10,682963.7196000004,4823605.3355,home,10.0,wkday,00:00:00,30:00:00
12322_10,683093.3239000002,4823582.771199999,N/A,N/A,N/A,N/A,N/A
12323_10,682911.3822999997,4823593.939099999,home,12.0,wkday,00:00:00,30:00:00
12324_10,682968.2246000003,4823591.348200001,home,2.0,wkday,00:00:00,30:00:00
12325_10,682724.8443,4823593.3203,home,2.0,wkday,00:00:00,30:00:00
12326_10,682681.2487000003,4823591.710999999,home,2.0,wkday,00:00:00,30:00:00
12327_10,682988.4664000003,4823568.6406,home,2.0,wkday,00:00:00,30:00:00
12328_10,683002.3836000003,4823568.9637,home,2.0,wkday,00:00:00,30:00:00
12329_10,682912.6410999997,4823581.009400001,home,8.0,wkday,00:00:00,30:00:00
1232_12,679214.8976999996,4823128.858999999,home,2.0,wkday,00:00:00,30:00:00
12330_10,682835.6453999998,4823565.5408,home,2.0,wkday,00:00:00,30:00:00
12331_10,682794.4820999997,4823576.635500001,home,4.0,wkday,00:00:00,30:00:00
12332_10,682539.9369999999,4823551.843,home,2.0,wkday,00:00:00,30:00:00
12333_10,682735.3598999996,4823563.279200001,home,2.0,wkday,00:00:00,30:00:00
12334_10,682722.7533999998,4823562.9866,home,2.0,wkday,00:00:00,30:00:00
12335_10,682911.3121999996,4823564.995200001,home,2.0,wkday,00:00:00,30:00:00
12336_10,682797.7191000003,4823561.7491,home,4.0,wkday,00:00:00,30:00:00
12337_10,682682.1630999995,4823558.8596,home,4.0,wkday,00:00:00,30:00:00
12338_10,682525.3523000004,4823549.1669,home,2.0,wkday,00:00:00,30:00:00
12339_10,682503.4219000004,4823546.0976,home,2.0,wkday,00:00:00,30:00:00
1233_12,679203.4584999997,4823056.4079,home,2.0,wkday,00:00:00,30:00:00
12340_10,683143.1161000002,4823531.460999999,home,4.0,wkday,00:00:00,30:00:00
12341_10,683107.1009,4823531.1592999995,home,2.0,wkday,00:00:00,30:00:00
12342_10,683081.5159,4823527.388900001,home,16.0,wkday,00:00:00,30:00:00
12343_10,682914.159,4823527.431600001,home,2.0,wkday,00:00:00,30:00:00
12344_10,682890.1650999999,4823525.6028,home,2.0,wkday,00:00:00,30:00:00
12345_10,682863.6627000002,4823525.355900001,home,2.0,wkday,00:00:00,30:00:00
12346_10,682850.2728000004,4823524.6884,home,2.0,wkday,00:00:00,30:00:00
12347_10,682801.8979000002,4823523.140000001,home,6.0,wkday,00:00:00,30:00:00
12348_10,682763.6789999995,4823524.096999999,home,4.0,wkday,00:00:00,30:00:00
12349_10,682748.8535000002,4823513.7948,home,2.0,wkday,00:00:00,30:00:00
1234_12,679207.6524999999,4823039.628699999,home,2.0,wkday,00:00:00,30:00:00
12350_10,682736.9539999999,4823521.466600001,home,4.0,wkday,00:00:00,30:00:00
12351_10,682661.1805999996,4823490.9439,home,10.0,wkday,00:00:00,30:00:00
12352_10,683146.3287000004,4823518.162599999,home,8.0,wkday,00:00:00,30:00:00
12353_10,682962.8540000003,4823518.546599999,home,2.0,wkday,00:00:00,30:00:00
12354_10,682510.7219000002,4823513.922800001,home,2.0,wkday,00:00:00,30:00:00
12355_10,683145.6978000002,4823504.1021,home,12.0,wkday,00:00:00,30:00:00
12356_10,682916.0732000005,4823498.283500001,home,2.0,wkday,00:00:00,30:00:00
12357_10,682569.7068999996,4823496.524800001,home,2.0,wkday,00:00:00,30:00:00
12358_10,682622.2423,4823492.205800001,home,8.0,wkday,00:00:00,30:00:00
12359_10,683200.3759000003,4823493.107999999,home,2.0,wkday,00:00:00,30:00:00
1235_12,679263.7054000003,4823144.111300001,home,2.0,wkday,00:00:00,30:00:00
12360_10,683083.7196000004,4823487.9081,N/A,N/A,N/A,N/A,N/A
12361_10,682963.5093,4823484.012700001,home,2.0,wkday,00:00:00,30:00:00
12362_10,682916.5669,4823484.6589,home,2.0,wkday,00:00:00,30:00:00
12363_10,682622.6508,4823478.078199999,home,8.0,wkday,00:00:00,30:00:00
12364_10,682570.8986999998,4823476.8804,home,2.0,wkday,00:00:00,30:00:00
12365_10,683143.8323999997,4823474.423699999,home,12.0,wkday,00:00:00,30:00:00
12366_10,683076.7792999996,4823476.167099999,home,2.0,wkday,00:00:00,30:00:00
12367_10,682506.0522999996,4823463.6368,home,2.0,wkday,00:00:00,30:00:00
12368_10,683123.2095999997,4823460.729,home,4.0,wkday,00:00:00,30:00:00
12369_10,683091.7176000001,4823458.769099999,home,2.0,wkday,00:00:00,30:00:00
1236_12,679100.1738,4823181.239,home,2.0,wkday,00:00:00,30:00:00
12370_10,683079.8821999999,4823459.128799999,home,2.0,wkday,00:00:00,30:00:00
12371_10,682964.1005999995,4823452.7097,home,2.0,wkday,00:00:00,30:00:00
12372_10,682571.5448000003,4823456.4526,home,2.0,wkday,00:00:00,30:00:00
12373_10,682795.2472000001,4823429.4321,home,2.0,wkday,00:00:00,30:00:00
12374_10,682682.6903999997,4823446.6929,home,2.0,wkday,00:00:00,30:00:00
12375_10,682567.5976999998,4823447.5189,home,2.0,wkday,00:00:00,30:00:00
12376_10,682533.6856000004,4823430.002,home,2.0,wkday,00:00:00,30:00:00
12377_10,682520.9693,4823430.544600001,home,2.0,wkday,00:00:00,30:00:00
12378_10,682569.5240000002,4823436.0188,home,4.0,wkday,00:00:00,30:00:00
12379_10,682550.5471000001,4823432.248400001,home,2.0,wkday,00:00:00,30:00:00
1237_12,679116.0782000003,4823181.357899999,home,2.0,wkday,00:00:00,30:00:00
12380_10,682730.6354999999,4823429.9197,home,4.0,wkday,00:00:00,30:00:00
12381_10,682682.6080999998,4823430.114800001,home,2.0,wkday,00:00:00,30:00:00
12382_10,683151.1293000001,4823422.339400001,home,2.0,wkday,00:00:00,30:00:00
12383_10,683106.3053000001,4823417.8496,home,4.0,wkday,00:00:00,30:00:00
12384_10,682732.5221999995,4823415.8014,home,2.0,wkday,00:00:00,30:00:00
12385_10,683080.1626000004,4823412.634500001,N/A,N/A,N/A,N/A,N/A
12386_10,683032.8728,4823420.483100001,home,2.0,wkday,00:00:00,30:00:00
12387_10,683009.8054,4823417.0023,home,2.0,wkday,00:00:00,30:00:00
12388_10,682994.1416999996,4823414.502900001,home,2.0,wkday,00:00:00,30:00:00
12389_10,682977.7191000003,4823415.917199999,home,2.0,wkday,00:00:00,30:00:00
1238_12,679130.2454000004,4823184.149900001,home,2.0,wkday,00:00:00,30:00:00
